Clg_Name,Year,Branch,Category,Open_Rank,Close_Rank
nit-calicut,2022,Civil Engineering,OPEN,49527,36937
nit-calicut,2022,Civil Engineering,EWS,54761,5705
nit-calicut,2022,Civil Engineering,OBC NCL,18377,11538
nit-calicut,2022,Civil Engineering,SC,20918,5118
nit-calicut,2022,Civil Engineering,ST,15395,1133
nit-calicut,2022,Electrical and Electronics Engineering,OPEN,25305,14988
nit-calicut,2022,Electrical and Electronics Engineering,EWS,58558,2392
nit-calicut,2022,Electrical and Electronics Engineering,OBC NCL,8203,4881
nit-calicut,2022,Electrical and Electronics Engineering,SC,12668,2454
nit-calicut,2022,Electrical and Electronics Engineering,ST,19064,819
nit-calicut,2022,Electronics and Communication Engineering,OPEN,17312,9044
nit-calicut,2022,Electronics and Communication Engineering,EWS,29302,1389
nit-calicut,2022,Electronics and Communication Engineering,OBC NCL,5772,2926
nit-calicut,2022,Electronics and Communication Engineering,SC,7062,1356
nit-calicut,2022,Electronics and Communication Engineering,ST,9237,306
nit-calicut,2022,Mechanical Engineering,OPEN,32212,23029
nit-calicut,2022,Mechanical Engineering,EWS,69916,3530
nit-calicut,2022,Mechanical Engineering,OBC NCL,11802,7418
nit-calicut,2022,Mechanical Engineering,SC,17148,3659
nit-calicut,2022,Mechanical Engineering,ST,16174,1063
nit-calicut,2022,Production Engineering,OPEN,50741,35771
nit-calicut,2022,Production Engineering,OBC NCL,18892,11823
nit-calicut,2022,Production Engineering,SC,23499,6433
nit-calicut,2022,Architecture,OPEN,342,491
nit-calicut,2022,Architecture,OBC NCL,169,305
nit-calicut,2022,Architecture,SC,108,89
nit-calicut,2022,Computer Science and Engineering,OPEN,10956,4521
nit-calicut,2022,Computer Science and Engineering,EWS,13499,705
nit-calicut,2022,Computer Science and Engineering,OBC NCL,4032,1242
nit-calicut,2022,Computer Science and Engineering,SC,2927,361
nit-calicut,2022,Computer Science and Engineering,ST,3630,128
nit-calicut,2022,Biotechnology Engineering,OPEN,49187,40636
nit-calicut,2022,Biotechnology Engineering,EWS,32720,5931
nit-calicut,2022,Biotechnology Engineering,OBC NCL,17636,12464
nit-calicut,2022,Biotechnology Engineering,SC,9407,5688
nit-calicut,2022,Biotechnology Engineering,ST,27641,1718
nit-calicut,2022,Chemical Engineering,OPEN,42052,29246
nit-calicut,2022,Chemical Engineering,EWS,68456,4569
nit-calicut,2022,Chemical Engineering,OBC NCL,14596,9683
nit-calicut,2022,Chemical Engineering,SC,23514,4968
nit-calicut,2022,Chemical Engineering,ST,12843,1636
nit-calicut,2022,Engineering Physics,OPEN,36882,21125
nit-calicut,2022,Engineering Physics,EWS,21102,3764
nit-calicut,2022,Engineering Physics,OBC NCL,14826,7486
nit-calicut,2022,Engineering Physics,SC,23413,5170
nit-calicut,2022,Engineering Physics,ST,18969,1867
nit-calicut,2022,Material Science and Engineering,OPEN,51523,40391
nit-calicut,2022,Material Science and Engineering,OBC NCL,18544,12233
nit-calicut,2022,Material Science and Engineering,SC,25087,5341
nit-calicut,2022,Material Science and Engineering,ST,30905,1971
nit-manipur,2022,Civil Engineering,Open,202059,53637
nit-manipur,2022,Civil Engineering,OBC-NCL,75390,16306
nit-manipur,2022,Computer Science and Engineering,Open,186047,24168
nit-manipur,2022,Computer Science and Engineering,OBC-NCL,76152,8156
nit-manipur,2022,Computer Science and Engineering,SC,14590,3389
nit-manipur,2022,Computer Science and Engineering,ST,6054,1167
nit-manipur,2022,Electrical Engineering,Open,258593,44759
nit-manipur,2022,Electrical Engineering,OBC-NCL,113215,13982
nit-manipur,2022,Electrical Engineering,SC,17352,6506
nit-manipur,2022,Electrical Engineering,ST,11064,2429
nit-manipur,2022,Electronics and Communication Engineering,Open,299170,34632
nit-manipur,2022,Electronics and Communication Engineering,OBC-NCL,134666,10525
nit-manipur,2022,Electronics and Communication Engineering,ST,11521,2044
nit-manipur,2022,Mechanical Engineering,Open,270606,50614
nit-manipur,2022,Mechanical Engineering,OBC-NCL,138829,15543
nit-manipur,2022,Mechanical Engineering,ST,8966,2745
nit-delhi,2022,Civil Engineering,OPEN,46544,36473
nit-delhi,2022,Civil Engineering,EWS,9780,5393
nit-delhi,2022,Civil Engineering,OBC NCL,17156,11319
nit-delhi,2022,Civil Engineering,SC,5883,2862
nit-delhi,2022,Computer Science and Engineering,OPEN,13750,8954
nit-delhi,2022,Computer Science and Engineering,EWS,4000,1403
nit-delhi,2022,Computer Science and Engineering,OBC NCL,7250,3127
nit-delhi,2022,Computer Science and Engineering,SC,2024,990
nit-delhi,2022,Computer Science and Engineering,ST,506,415
nit-delhi,2022,Electronics and Communication Engineering,OPEN,19406,16068
nit-delhi,2022,Electronics and Communication Engineering,EWS,6207,2238
nit-delhi,2022,Electronics and Communication Engineering,OBC NCL,9445,5128
nit-delhi,2022,Electronics and Communication Engineering,SC,4526,2365
nit-delhi,2022,Electronics and Communication Engineering,ST,1635,624
nit-delhi,2022,Electrical and Electronics Engineering,OPEN,30176,21413
nit-delhi,2022,Electrical and Electronics Engineering,EWS,7839,3370
nit-delhi,2022,Electrical and Electronics Engineering,OBC NCL,12935,7222
nit-delhi,2022,Electrical and Electronics Engineering,SC,6323,3519
nit-delhi,2022,Electrical and Electronics Engineering,ST,2527,935
manit-bhopal,2022,Chemical Engineering,OPEN,42115,35282
manit-bhopal,2022,Chemical Engineering,EWS,6652,5352
manit-bhopal,2022,Chemical Engineering,OBC NCL,15584,12410
manit-bhopal,2022,Chemical Engineering,SC,6731,6223
manit-bhopal,2022,Chemical Engineering,ST,3108,2139
manit-bhopal,2022,Civil Engineering,OPEN,47546,42069
manit-bhopal,2022,Civil Engineering,EWS,7795,6265
manit-bhopal,2022,Civil Engineering,OBC NCL,15994,12588
manit-bhopal,2022,Civil Engineering,SC,7000,5980
manit-bhopal,2022,Civil Engineering,ST,3009,1430
manit-bhopal,2022,Computer Science and Engineering,OPEN,10895,7877
manit-bhopal,2022,Computer Science and Engineering,EWS,1620,1208
manit-bhopal,2022,Computer Science and Engineering,OBC NCL,3693,2755
manit-bhopal,2022,Computer Science and Engineering,SC,2083,1444
manit-bhopal,2022,Computer Science and Engineering,ST,982,413
manit-bhopal,2022,Electrical Engineering,OPEN,26067,22508
manit-bhopal,2022,Electrical Engineering,EWS,4023,3484
manit-bhopal,2022,Electrical Engineering,OBC NCL,8423,7221
manit-bhopal,2022,Electrical Engineering,SC,4496,3945
manit-bhopal,2022,Electrical Engineering,ST,2402,1202
manit-bhopal,2022,Electronics and Communication Engineering,OPEN,17975,15151
manit-bhopal,2022,Electronics and Communication Engineering,EWS,2818,2187
manit-bhopal,2022,Electronics and Communication Engineering,OBC NCL,6537,5228
manit-bhopal,2022,Electronics and Communication Engineering,SC,2919,2572
manit-bhopal,2022,Electronics and Communication Engineering,ST,1603,795
manit-bhopal,2022,Materials Science and Metallurgical Engineering,OPEN,53006,46608
manit-bhopal,2022,Materials Science and Metallurgical Engineering,EWS,8062,6969
manit-bhopal,2022,Materials Science and Metallurgical Engineering,OBC NCL,16912,15221
manit-bhopal,2022,Materials Science and Metallurgical Engineering,SC,7321,6911
manit-bhopal,2022,Materials Science and Metallurgical Engineering,ST,3598,2844
manit-bhopal,2022,Mechanical Engineering,OPEN,36528,32509
manit-bhopal,2022,Mechanical Engineering,EWS,6286,4855
manit-bhopal,2022,Mechanical Engineering,OBC NCL,13857,10775
manit-bhopal,2022,Mechanical Engineering,SC,5758,5263
manit-bhopal,2022,Mechanical Engineering,ST,2950,1942
manit-bhopal,2022,Planning,OPEN,3018,663
manit-bhopal,2022,Planning,EWS,555,115
manit-bhopal,2022,Planning,OBC NCL,4323,437
manit-bhopal,2022,Planning,SC,760,109
manit-bhopal,2022,Planning,ST,421,79
manit-bhopal,2022,Architecture,OPEN,2420,941
manit-bhopal,2022,Architecture,EWS,589,302
manit-bhopal,2022,Architecture,OBC NCL,3013,547
manit-bhopal,2022,Architecture,SC,443,289
manit-bhopal,2022,Architecture,ST,476,162
nit-mizoram,2022,Civil Engineering,General,552207,58024
nit-mizoram,2022,Civil Engineering,ST,19321,2336
nit-mizoram,2022,Computer Science and Engineering,General,383441,28829
nit-mizoram,2022,Computer Science and Engineering,OBC,228357,8447
nit-mizoram,2022,Computer Science and Engineering,SC,66836,3882
nit-mizoram,2022,Computer Science and Engineering,ST,10162,1428
nit-mizoram,2022,Electrical and Electronics Engineering,General,857734,46307
nit-mizoram,2022,Electronics and Communication Engineering,General,743940,40554
nit-mizoram,2022,Electronics and Communication Engineering,OBC,310551,12031
nit-mizoram,2022,Mechanical Engineering,General,847546,51976
nit-agartala,2022,Biotechnology and Biochemical Engineering,Open,210069,57305
nit-agartala,2022,Biotechnology and Biochemical Engineering,EWS,44363,8727
nit-agartala,2022,Biotechnology and Biochemical Engineering,SC,21146,7663
nit-agartala,2022,Biotechnology and Biochemical Engineering,ST,19111,3466
nit-agartala,2022,Chemical Engineering,Open,181514,52619
nit-agartala,2022,Chemical Engineering,EWS,56599,7871
nit-agartala,2022,Chemical Engineering,SC,22105,6846
nit-agartala,2022,Chemical Engineering,ST,17706,3224
nit-agartala,2022,Civil Engineering,Open,176713,53270
nit-agartala,2022,Civil Engineering,EWS,52483,7991
nit-agartala,2022,Civil Engineering,SC,18995,7536
nit-agartala,2022,Civil Engineering,ST,6663,2263
nit-agartala,2022,Computer Science and Engineering,Open,58163,19344
nit-agartala,2022,Computer Science and Engineering,EWS,15664,2920
nit-agartala,2022,Computer Science and Engineering,SC,7473,2485
nit-agartala,2022,Computer Science and Engineering,ST,4931,900
nit-agartala,2022,Electrical Engineering,Open,106157,38384
nit-agartala,2022,Electrical Engineering,EWS,33622,6126
nit-agartala,2022,Electrical Engineering,SC,11012,5621
nit-agartala,2022,Electrical Engineering,ST,11040,2226
nit-agartala,2022,Electronics and Communication Engineering,Open,81719,28723
nit-agartala,2022,Electronics and Communication Engineering,EWS,20640,4688
nit-agartala,2022,Electronics and Communication Engineering,SC,9456,4097
nit-agartala,2022,Electronics and Communication Engineering,ST,9669,1622
nit-agartala,2022,Mechanical Engineering,Open,153958,46244
nit-agartala,2022,Mechanical Engineering,EWS,46976,7232
nit-agartala,2022,Mechanical Engineering,SC,17772,6706
nit-agartala,2022,Mechanical Engineering,ST,13940,2627
nit-agartala,2022,Electronics and Instrumentation Engineering,Open,116780,37885
nit-agartala,2022,Electronics and Instrumentation Engineering,EWS,29929,6151
nit-agartala,2022,Electronics and Instrumentation Engineering,SC,12734,6085
nit-agartala,2022,Electronics and Instrumentation Engineering,ST,16859,2244
nit-agartala,2022,Production Engineering,Open,218300,57696
nit-agartala,2022,Production Engineering,EWS,68823,8627
nit-agartala,2022,Production Engineering,SC,27307,8440
nit-agartala,2022,Production Engineering,ST,22901,3419
nit-durgapur,2022,Civil Engineering,OPEN,41294,41543
nit-durgapur,2022,Civil Engineering,EWS,9112,6206
nit-durgapur,2022,Civil Engineering,OBC NCL,23416,12572
nit-durgapur,2022,Civil Engineering,SC,7175,5353
nit-durgapur,2022,Civil Engineering,ST,6151,1311
nit-durgapur,2022,Electrical Engineering,OPEN,19712,21597
nit-durgapur,2022,Electrical Engineering,EWS,6935,3415
nit-durgapur,2022,Electrical Engineering,OBC NCL,12634,6650
nit-durgapur,2022,Electrical Engineering,SC,2960,3239
nit-durgapur,2022,Electrical Engineering,ST,2199,887
nit-durgapur,2022,Electronics and Communication Engineering,OPEN,15843,14177
nit-durgapur,2022,Electronics and Communication Engineering,EWS,5189,2154
nit-durgapur,2022,Electronics and Communication Engineering,OBC NCL,9600,4052
nit-durgapur,2022,Electronics and Communication Engineering,SC,2108,1881
nit-durgapur,2022,Electronics and Communication Engineering,ST,2106,710
nit-durgapur,2022,Mechanical Engineering,OPEN,31048,31045
nit-durgapur,2022,Mechanical Engineering,EWS,7596,4703
nit-durgapur,2022,Mechanical Engineering,OBC NCL,21850,9937
nit-durgapur,2022,Mechanical Engineering,SC,4784,4740
nit-durgapur,2022,Mechanical Engineering,ST,4493,1504
nit-durgapur,2022,Biotechnology Engineering,OPEN,48765,48341
nit-durgapur,2022,Biotechnology Engineering,EWS,12544,7574
nit-durgapur,2022,Biotechnology Engineering,OBC NCL,31055,15159
nit-durgapur,2022,Biotechnology Engineering,SC,7325,7156
nit-durgapur,2022,Biotechnology Engineering,ST,7011,2755
nit-durgapur,2022,Computer Science and Engineering,OPEN,11092,8689
nit-durgapur,2022,Computer Science and Engineering,EWS,2811,1261
nit-durgapur,2022,Computer Science and Engineering,OBC NCL,7688,2599
nit-durgapur,2022,Computer Science and Engineering,SC,1583,971
nit-durgapur,2022,Computer Science and Engineering,ST,1285,213
nit-durgapur,2022,Chemical Engineering,OPEN,35089,36501
nit-durgapur,2022,Chemical Engineering,EWS,9742,5503
nit-durgapur,2022,Chemical Engineering,OBC NCL,22250,11933
nit-durgapur,2022,Chemical Engineering,SC,5129,6069
nit-durgapur,2022,Chemical Engineering,ST,6984,1899
nit-durgapur,2022,Metallurgical and Materials Engineering,OPEN,44601,45818
nit-durgapur,2022,Metallurgical and Materials Engineering,EWS,10620,7116
nit-durgapur,2022,Metallurgical and Materials Engineering,OBC NCL,27029,14390
nit-durgapur,2022,Metallurgical and Materials Engineering,SC,6833,6918
nit-durgapur,2022,Metallurgical and Materials Engineering,ST,3277,2468
nit-kurukshetra,2022,Civil Engineering,Open,47847,39833
nit-kurukshetra,2022,Civil Engineering,EWS,7654,6064
nit-kurukshetra,2022,Civil Engineering,OBC-NCL,16201,12302
nit-kurukshetra,2022,Civil Engineering,SC,8154,5456
nit-kurukshetra,2022,Civil Engineering,ST,7072,1296
nit-kurukshetra,2022,Electrical Engineering,Open,25523,19812
nit-kurukshetra,2022,Electrical Engineering,EWS,5040,3159
nit-kurukshetra,2022,Electrical Engineering,OBC-NCL,8351,6395
nit-kurukshetra,2022,Electrical Engineering,SC,5018,3086
nit-kurukshetra,2022,Electrical Engineering,ST,25951,1070
nit-kurukshetra,2022,Electronics and Communication Engineering,Open,16390,12864
nit-kurukshetra,2022,Electronics and Communication Engineering,EWS,2679,1893
nit-kurukshetra,2022,Electronics and Communication Engineering,OBC-NCL,6470,4269
nit-kurukshetra,2022,Electronics and Communication Engineering,SC,3233,2345
nit-kurukshetra,2022,Electronics and Communication Engineering,ST,25522,709
nit-kurukshetra,2022,Mechanical Engineering,Open,36183,27951
nit-kurukshetra,2022,Mechanical Engineering,EWS,6135,4405
nit-kurukshetra,2022,Mechanical Engineering,OBC-NCL,13549,8987
nit-kurukshetra,2022,Mechanical Engineering,SC,7654,4642
nit-kurukshetra,2022,Mechanical Engineering,ST,9294,1724
nit-kurukshetra,2022,Production and Industrial Engineering,Open,49987,40895
nit-kurukshetra,2022,Production and Industrial Engineering,EWS,8774,6647
nit-kurukshetra,2022,Production and Industrial Engineering,OBC-NCL,17530,14021
nit-kurukshetra,2022,Production and Industrial Engineering,SC,8741,6613
nit-kurukshetra,2022,Information Technology,Open,12136,8722
nit-kurukshetra,2022,Information Technology,EWS,2382,1349
nit-kurukshetra,2022,Information Technology,OBC-NCL,5127,2611
nit-kurukshetra,2022,Information Technology,SC,2146,1510
nit-kurukshetra,2022,Information Technology,ST,18569,588
nit-kurukshetra,2022,Computer Engineering,Open,9185,7216
nit-kurukshetra,2022,Computer Engineering,EWS,2072,1055
nit-kurukshetra,2022,Computer Engineering,OBC-NCL,4008,2234
nit-kurukshetra,2022,Computer Engineering,SC,1593,1118
nit-kurukshetra,2022,Computer Engineering,ST,6907,398
nit-uttarakhand,2022,Civil Engineering,Open,64225,48474
nit-uttarakhand,2022,Civil Engineering,EWS,11895,7130
nit-uttarakhand,2022,Civil Engineering,OBC-NCL,25748,14996
nit-uttarakhand,2022,Civil Engineering,SC,8381,6056
nit-uttarakhand,2022,Civil Engineering,ST,5469,1765
nit-uttarakhand,2022,Computer Science and Engineering,Open,27383,17109
nit-uttarakhand,2022,Computer Science and Engineering,EWS,4967,2524
nit-uttarakhand,2022,Computer Science and Engineering,OBC-NCL,9429,5797
nit-uttarakhand,2022,Computer Science and Engineering,SC,4121,2208
nit-uttarakhand,2022,Computer Science and Engineering,ST,1590,769
nit-uttarakhand,2022,Electronics and Communication Engineering,Open,34565,25362
nit-uttarakhand,2022,Electronics and Communication Engineering,EWS,5358,3956
nit-uttarakhand,2022,Electronics and Communication Engineering,OBC-NCL,16085,7795
nit-uttarakhand,2022,Electronics and Communication Engineering,SC,7300,3730
nit-uttarakhand,2022,Electronics and Communication Engineering,ST,2401,1594
nit-uttarakhand,2022,Mechanical Engineering,Open,53750,40381
nit-uttarakhand,2022,Mechanical Engineering,EWS,11690,6218
nit-uttarakhand,2022,Mechanical Engineering,OBC-NCL,20063,13464
nit-uttarakhand,2022,Mechanical Engineering,SC,8661,5443
nit-uttarakhand,2022,Mechanical Engineering,ST,5401,2204
nit-uttarakhand,2022,Electrical and Electronics Engineering,Open,50189,32920
nit-uttarakhand,2022,Electrical and Electronics Engineering,EWS,7690,4781
nit-uttarakhand,2022,Electrical and Electronics Engineering,OBC-NCL,18526,10341
nit-uttarakhand,2022,Electrical and Electronics Engineering,SC,8962,4291
nit-uttarakhand,2022,Electrical and Electronics Engineering,ST,7056,1984
nit-patna,2022,Civil Engineering,OPEN,45220,47354
nit-patna,2022,Civil Engineering,EWS,7074,7308
nit-patna,2022,Civil Engineering,OBC NCL,13849,14723
nit-patna,2022,Civil Engineering,SC,6781,6359
nit-patna,2022,Civil Engineering,ST,3418,1936
nit-patna,2022,Computer Science and Engineering,OPEN,15658,13876
nit-patna,2022,Computer Science and Engineering,EWS,2186,2062
nit-patna,2022,Computer Science and Engineering,OBC NCL,4817,3918
nit-patna,2022,Computer Science and Engineering,SC,2392,1937
nit-patna,2022,Computer Science and Engineering,ST,1443,703
nit-patna,2022,Electrical Engineering,OPEN,29577,29831
nit-patna,2022,Electrical Engineering,EWS,4609,4532
nit-patna,2022,Electrical Engineering,OBC NCL,9205,9296
nit-patna,2022,Electrical Engineering,SC,4913,4235
nit-patna,2022,Electrical Engineering,ST,2948,1779
nit-patna,2022,Electronics and Communication Engineering,OPEN,21820,20111
nit-patna,2022,Electronics and Communication Engineering,EWS,3302,3096
nit-patna,2022,Electronics and Communication Engineering,OBC NCL,6734,6642
nit-patna,2022,Electronics and Communication Engineering,SC,4168,3351
nit-patna,2022,Electronics and Communication Engineering,ST,2850,1109
nit-patna,2022,Mechanical Engineering,OPEN,37677,38480
nit-patna,2022,Mechanical Engineering,EWS,5890,5896
nit-patna,2022,Mechanical Engineering,OBC NCL,12720,12524
nit-patna,2022,Mechanical Engineering,SC,7281,5679
nit-patna,2022,Mechanical Engineering,ST,4095,2058
nit-patna,2022,Architecture,OPEN,3544,1134
nit-patna,2022,Architecture,EWS,485,393
nit-patna,2022,Architecture,OBC NCL,1446,616
nit-patna,2022,Architecture,SC,695,336
nit-surathkal,2022,Artificial Intelligence,Open (N.A.),4377,2677
nit-surathkal,2022,Artificial Intelligence,EWS,1901,349
nit-surathkal,2022,Artificial Intelligence,OBC-NCL (N.A.),3784,963
nit-surathkal,2022,Artificial Intelligence,SC,1705,330
nit-surathkal,2022,Artificial Intelligence,ST,326,151
nit-surathkal,2022,Chemical Engineering,Open (N.A.),20862,15511
nit-surathkal,2022,Chemical Engineering,EWS,4806,2424
nit-surathkal,2022,Chemical Engineering,OBC-NCL (N.A.),12772,5931
nit-surathkal,2022,Chemical Engineering,SC,6013,2870
nit-surathkal,2022,Chemical Engineering,ST,1436,638
nit-surathkal,2022,Civil Engineering,Open (N.A.),33765,22886
nit-surathkal,2022,Civil Engineering,Open (PwD),372,460
nit-surathkal,2022,Civil Engineering,EWS,5989,3566
nit-surathkal,2022,Civil Engineering,OBC-NCL (N.A.),17808,7381
nit-surathkal,2022,Civil Engineering,SC (N.A.),7217,2894
nit-surathkal,2022,Civil Engineering,ST,1988,789
nit-surathkal,2022,Computer Science and Engineering,Open (N.A.),2957,1689
nit-surathkal,2022,Computer Science and Engineering,EWS (N.A.),1173,247
nit-surathkal,2022,Computer Science and Engineering,OBC-NCL (N.A.),1992,444
nit-surathkal,2022,Computer Science and Engineering,SC (N.A.),1310,141
nit-surathkal,2022,Computer Science and Engineering,ST,269,54
nit-surathkal,2022,Electronics and Communication Engineering,Open (N.A.),6612,5179
nit-surathkal,2022,Electronics and Communication Engineering,EWS (N.A.),2630,841
nit-surathkal,2022,Electronics and Communication Engineering,OBC-NCL (N.A.),4510,1566
nit-surathkal,2022,Electronics and Communication Engineering,SC,2284,718
nit-surathkal,2022,Electronics and Communication Engineering,ST (N.A.),562,214
nit-surathkal,2022,Mechanical Engineering,Open (N.A.),16161,12255
nit-surathkal,2022,Mechanical Engineering,Open (PwD),902,340
nit-surathkal,2022,Mechanical Engineering,EWS (N.A.),4775,2206
nit-surathkal,2022,Mechanical Engineering,OBC-NCL (N.A.),8995,4629
nit-surathkal,2022,Mechanical Engineering,OBC-NCL (PwD),394,372
nit-surathkal,2022,Mechanical Engineering,SC,4781,2416
nit-surathkal,2022,Mechanical Engineering,ST,1373,717
